Removed Pin From Net: NetName=NetR38_2 Pin=U7-1
Removed Pin From Net: NetName=NetR38_2 Pin=U7-2
Removed Pin From Net: NetName=NetR37_2 Pin=U7-3
Removed Pin From Net: NetName=+3V3 Pin=U7-4
Removed Pin From Net: NetName=GND Pin=U7-11
Removed Member From Class: ClassName=LPF Member=U1
Removed Member From Class: ClassName=REF_VOLTAGE_RELAY_DRIVER Member=U7
Change component parameters: Designator = "U8" ("U8"); Footprint = "SOT-23-3_L3.0-W1.7-P0.95-LS2.9-BR"; UniqueID = "\FHVKCGGU" ("\FHVKCGGU")
Change component parameters (AddParameter): Name = "Operating Temperature Range"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Overload Voltage (Max)"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power(Watts)"; Value = "125mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C2933420"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "FRC0805F3402TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Thick Film Resistor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "34k"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage-Supply(Max)"; Value = "150V"; VariantName = "[No Variations]"
Change component parameters: Designator = "R18" ("R18"); Footprint = "R0805"; UniqueID = "\BXZILPXV" ("\BXZILPXV")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://item.szlcsc.com/datasheet/FRC0805F3402TS/3279522.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "FRC0805F3402TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "FRC0805F3402TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "34kO ±1% 125mW ????"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "FOJAN(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "FRC0805F3402TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "b83c7c5430874b8eb2319a65d9433429?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0805_L2.0-W1.3-H0.6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,-0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55?~+155?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature Range"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Overload Voltage (Max)"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power(Watts)"; Value = "125mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C2933420"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "FRC0805F3402TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Thick Film Resistor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "34k"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage-Supply(Max)"; Value = "150V"; VariantName = "[No Variations]"
Change component parameters: Designator = "R19" ("R19"); Footprint = "R0805"; UniqueID = "\ZZFTEJSW" ("\ZZFTEJSW")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://item.szlcsc.com/datasheet/0805W8F1002T5E/18102.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "0805W8F1002T5E"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "0805W8F1002T5E"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Basic Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "10kO ±1% 125mW ????"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "UNI-ROYAL(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "0805W8F1002T5E"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "b83c7c5430874b8eb2319a65d9433429?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0805_L2.0-W1.3-H0.6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,-0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55?~+155?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature Range"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Overload Voltage (Max)"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power(Watts)"; Value = "125mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C17414"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "0805W8F1002T5E"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Thick Film Resistor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10k"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage-Supply(Max)"; Value = "150V"; VariantName = "[No Variations]"
Change component parameters: Designator = "R20" ("R20"); Footprint = "R0805"; UniqueID = "\FDMWMYVF" ("\FDMWMYVF")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "FRC0805F1501TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "FRC0805F1501TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "1.5kO ±1% 125mW ????"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "FOJAN(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "FRC0805F1501TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "b83c7c5430874b8eb2319a65d9433429?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0805_L2.0-W1.3-H0.6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,-0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55?~+155?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature Range"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Overload Voltage (Max)"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power(Watts)"; Value = "125mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C2907216"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "FRC0805F1501TS"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/?"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "Thick Film Resistor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1.5k"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage-Supply(Max)"; Value = "150V"; VariantName = "[No Variations]"
Change component parameters: Designator = "R21" ("R21"); Footprint = "R0805"; UniqueID = "\ZFLOHHJU" ("\ZFLOHHJU")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://item.szlcsc.com/datasheet/FRC0805F3571TS/3279527.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "FRC0805F3571TS"; VariantName = "[No Variations]"
